Country,Education Level,Years of Experience,Employment,Salary,Continent
Brazil,Less than a Bachelors,14.0,Part-time Employment,14568.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,14568.0,South America
Brazil,Master’s degree,7.0,Full-time Employment,13740.0,South America
Uruguay,Less than a Bachelors,5.0,Part-time Employment,13872.0,South America
Argentina,Bachelor’s degree,4.0,Full-time Employment,29196.0,South America
Colombia,Less than a Bachelors,6.0,Self-employed/Freelancer,36000.0,South America
Uruguay,Less than a Bachelors,6.0,Full-time Employment,84000.0,South America
Brazil,Bachelor’s degree,12.0,Self-employed/Freelancer,118200.0,South America
Colombia,Master’s degree,25.0,Full-time Employment,32400.0,South America
Chile,Bachelor’s degree,4.0,Full-time Employment,30108.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,114534.0,South America
Brazil,Bachelor’s degree,18.0,Full-time Employment,30240.0,South America
Brazil,Bachelor’s degree,16.0,Full-time Employment,82464.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,29779.0,South America
Brazil,Bachelor’s degree,0.5,Full-time Employment,34356.0,South America
Argentina,Master’s degree,9.0,Full-time Employment,122128.0,South America
Colombia,Bachelor’s degree,10.0,Full-time Employment,105936.0,South America
Argentina,Less than a Bachelors,10.0,Full-time Employment,79800.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,28584.0,South America
Bolivia,Post grad,3.0,Full-time Employment,13368.0,South America
Argentina,Less than a Bachelors,13.0,Full-time Employment,77850.0,South America
Argentina,Less than a Bachelors,5.0,Full-time Employment,17520.0,South America
Peru,Less than a Bachelors,10.0,Full-time Employment,10644.0,South America
Chile,Post grad,2.0,Full-time Employment,18060.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,33540.0,South America
Uruguay,Less than a Bachelors,18.0,Full-time Employment,39552.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,21996.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,82464.0,South America
Paraguay,Less than a Bachelors,11.0,Full-time Employment,22068.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,20960.0,South America
Chile,Bachelor’s degree,12.0,Full-time Employment,37632.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,21996.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,35424.0,South America
Brazil,Master’s degree,9.0,Full-time Employment,20064.0,South America
Brazil,Post grad,32.0,Full-time Employment,57267.0,South America
Argentina,Less than a Bachelors,17.0,Full-time Employment,120000.0,South America
Uruguay,Bachelor’s degree,3.0,Full-time Employment,25224.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,16488.0,South America
Argentina,Less than a Bachelors,6.0,Full-time Employment,36000.0,South America
Uruguay,Less than a Bachelors,8.0,Full-time Employment,56000.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,28584.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,19236.0,South America
Brazil,Bachelor’s degree,7.0,Self-employed/Freelancer,98952.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,24744.0,South America
Chile,Bachelor’s degree,4.0,Full-time Employment,24084.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,21996.0,South America
Argentina,Bachelor’s degree,18.0,Full-time Employment,97308.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,24744.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,16764.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,32988.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,54972.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,10992.0,South America
Brazil,Post grad,7.0,Full-time Employment,27492.0,South America
Chile,Bachelor’s degree,15.0,Full-time Employment,45156.0,South America
Brazil,Master’s degree,21.0,Full-time Employment,51082.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,13740.0,South America
Brazil,Less than a Bachelors,11.0,Full-time Employment,60000.0,South America
Argentina,Less than a Bachelors,0.5,Full-time Employment,12264.0,South America
Brazil,Master’s degree,7.0,Full-time Employment,19471.0,South America
Brazil,Bachelor’s degree,21.0,Full-time Employment,82464.0,South America
Colombia,Master’s degree,3.0,Full-time Employment,51204.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,21876.0,South America
Brazil,Less than a Bachelors,6.0,Self-employed/Freelancer,57072.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,16488.0,South America
Colombia,Bachelor’s degree,4.0,Full-time Employment,70000.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,15672.0,South America
Colombia,Bachelor’s degree,0.5,Self-employed/Freelancer,15888.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,14016.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,17868.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,11450.0,South America
Colombia,Bachelor’s degree,17.0,Full-time Employment,33552.0,South America
Colombia,Bachelor’s degree,3.0,Full-time Employment,12360.0,South America
Colombia,Post grad,2.0,Full-time Employment,22956.0,South America
Argentina,Bachelor’s degree,17.0,Full-time Employment,13620.0,South America
Colombia,Bachelor’s degree,4.0,Full-time Employment,36000.0,South America
Brazil,Bachelor’s degree,17.0,Full-time Employment,115452.0,South America
Brazil,Master’s degree,11.0,Full-time Employment,38484.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,15120.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,45814.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,24744.0,South America
Colombia,Master’s degree,4.0,Full-time Employment,24720.0,South America
Colombia,Less than a Bachelors,16.0,Full-time Employment,28000.0,South America
Colombia,Bachelor’s degree,11.0,Full-time Employment,15888.0,South America
Peru,Bachelor’s degree,11.0,Full-time Employment,39024.0,South America
Argentina,Bachelor’s degree,30.0,Full-time Employment,29196.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,13740.0,South America
Argentina,Bachelor’s degree,21.0,Full-time Employment,80000.0,South America
Brazil,Less than a Bachelors,16.0,Full-time Employment,28860.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,12096.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,14124.0,South America
Brazil,Less than a Bachelors,20.0,Full-time Employment,14016.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,19236.0,South America
Argentina,Less than a Bachelors,1.0,Full-time Employment,27702.0,South America
Brazil,Master’s degree,29.0,Full-time Employment,38484.0,South America
Colombia,Bachelor’s degree,14.0,Full-time Employment,42372.0,South America
Uruguay,Less than a Bachelors,6.0,Full-time Employment,61200.0,South America
Argentina,Master’s degree,3.0,Full-time Employment,62848.0,South America
Brazil,Less than a Bachelors,9.0,Full-time Employment,56124.0,South America
Colombia,Bachelor’s degree,10.0,Full-time Employment,74160.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,36000.0,South America
Colombia,Less than a Bachelors,15.0,Full-time Employment,33900.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,12096.0,South America
Argentina,Less than a Bachelors,3.0,Self-employed/Freelancer,54492.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,35736.0,South America
Colombia,Less than a Bachelors,6.0,Full-time Employment,67092.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,90708.0,South America
Argentina,Bachelor’s degree,5.0,Full-time Employment,34056.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,10992.0,South America
Colombia,Bachelor’s degree,3.0,Full-time Employment,25068.0,South America
Chile,Less than a Bachelors,1.0,Full-time Employment,20400.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,96204.0,South America
Colombia,Master’s degree,7.0,Full-time Employment,62400.0,South America
Bolivia,Bachelor’s degree,4.0,Full-time Employment,12144.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,17520.0,South America
Brazil,Master’s degree,9.0,Full-time Employment,229069.0,South America
Chile,Less than a Bachelors,26.0,Full-time Employment,30108.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,35328.0,South America
Argentina,Post grad,15.0,Self-employed/Freelancer,140527.0,South America
Colombia,Bachelor’s degree,1.0,Full-time Employment,16248.0,South America
Argentina,Bachelor’s degree,18.0,Self-employed/Freelancer,38928.0,South America
Chile,Bachelor’s degree,10.0,Full-time Employment,43656.0,South America
Colombia,Master’s degree,7.0,Full-time Employment,56496.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,60480.0,South America
Bolivia,Post grad,4.0,Full-time Employment,15036.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,49476.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,10992.0,South America
Colombia,Bachelor’s degree,6.0,Self-employed/Freelancer,12972.0,South America
Brazil,Master’s degree,6.0,Full-time Employment,34908.0,South America
Uruguay,Post grad,13.0,Full-time Employment,51250.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,13740.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,54793.0,South America
Colombia,Post grad,11.0,Full-time Employment,53328.0,South America
Brazil,Bachelor’s degree,3.0,Part-time Employment,10176.0,South America
Brazil,Less than a Bachelors,12.0,Full-time Employment,48563.0,South America
Brazil,Less than a Bachelors,4.0,Self-employed/Freelancer,21996.0,South America
Colombia,Bachelor’s degree,3.0,Full-time Employment,44148.0,South America
Chile,Post grad,2.0,Full-time Employment,20316.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,30000.0,South America
Argentina,Less than a Bachelors,3.0,Part-time Employment,12648.0,South America
Bolivia,Bachelor’s degree,6.0,Full-time Employment,30000.0,South America
Chile,Master’s degree,5.0,Full-time Employment,63672.0,South America
Brazil,Less than a Bachelors,15.0,Full-time Employment,82465.0,South America
Colombia,Bachelor’s degree,8.0,Full-time Employment,38844.0,South America
Colombia,Bachelor’s degree,12.0,Full-time Employment,24720.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,14268.0,South America
Argentina,Bachelor’s degree,23.0,Full-time Employment,22380.0,South America
Bolivia,Master’s degree,2.0,Full-time Employment,12144.0,South America
Chile,Less than a Bachelors,3.0,Full-time Employment,15048.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,11304.0,South America
Colombia,Post grad,7.0,Full-time Employment,28248.0,South America
Paraguay,Master’s degree,8.0,Full-time Employment,24000.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,16488.0,South America
Peru,Less than a Bachelors,4.0,Full-time Employment,17388.0,South America
Colombia,Master’s degree,20.0,Full-time Employment,14544.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,16035.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,24744.0,South America
Argentina,Less than a Bachelors,3.0,Full-time Employment,67200.0,South America
Argentina,Bachelor’s degree,0.5,Full-time Employment,11676.0,South America
Brazil,Less than a Bachelors,1.0,Full-time Employment,10392.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,27488.0,South America
Uruguay,Less than a Bachelors,18.0,Self-employed/Freelancer,31524.0,South America
Brazil,Master’s degree,5.0,Full-time Employment,22812.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,27492.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,21408.0,South America
Colombia,Post grad,5.0,Full-time Employment,14124.0,South America
Argentina,Less than a Bachelors,3.0,Full-time Employment,36984.0,South America
Brazil,Bachelor’s degree,33.0,Full-time Employment,27492.0,South America
Brazil,Less than a Bachelors,12.0,Full-time Employment,137436.0,South America
Brazil,Post grad,4.0,Full-time Employment,27492.0,South America
Colombia,Post grad,11.0,Full-time Employment,52968.0,South America
Argentina,Less than a Bachelors,4.0,Full-time Employment,46716.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,10992.0,South America
Argentina,Bachelor’s degree,10.0,Full-time Employment,97308.0,South America
Chile,Post grad,9.0,Full-time Employment,15048.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,19236.0,South America
Colombia,Post grad,8.0,Full-time Employment,16248.0,South America
Brazil,Post grad,9.0,Full-time Employment,27492.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,27492.0,South America
Uruguay,Bachelor’s degree,21.0,Full-time Employment,18912.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,27492.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,11544.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,31884.0,South America
Brazil,Post grad,15.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,6.0,Self-employed/Freelancer,27492.0,South America
Brazil,Less than a Bachelors,12.0,Full-time Employment,64860.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,38928.0,South America
Chile,Post grad,1.0,Full-time Employment,24084.0,South America
Brazil,Less than a Bachelors,10.0,Self-employed/Freelancer,16488.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,27492.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,11544.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,26112.0,South America
Brazil,Master’s degree,16.0,Full-time Employment,39852.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,12000.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,11676.0,South America
Brazil,Less than a Bachelors,8.0,Full-time Employment,62400.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,51540.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,49476.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,10992.0,South America
Brazil,Bachelor’s degree,12.0,Full-time Employment,18696.0,South America
Brazil,Master’s degree,28.0,Self-employed/Freelancer,107204.0,South America
Brazil,Bachelor’s degree,12.0,Self-employed/Freelancer,77520.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,27492.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,20616.0,South America
Brazil,Less than a Bachelors,11.0,Full-time Employment,109956.0,South America
Argentina,Master’s degree,10.0,Full-time Employment,38928.0,South America
Chile,Post grad,13.0,Full-time Employment,65228.0,South America
Uruguay,Less than a Bachelors,25.0,Self-employed/Freelancer,129720.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,29688.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,15888.0,South America
Peru,Less than a Bachelors,5.0,Full-time Employment,15960.0,South America
Argentina,Less than a Bachelors,12.0,Self-employed/Freelancer,12648.0,South America
Argentina,Post grad,6.0,Full-time Employment,50604.0,South America
Argentina,Less than a Bachelors,9.0,Prefer not to say,58392.0,South America
Colombia,Less than a Bachelors,8.0,Self-employed/Freelancer,13410.0,South America
Argentina,Bachelor’s degree,0.5,Full-time Employment,35028.0,South America
Chile,Less than a Bachelors,2.0,Full-time Employment,14604.0,South America
Colombia,Bachelor’s degree,6.0,Self-employed/Freelancer,12360.0,South America
Brazil,Master’s degree,13.0,Full-time Employment,54972.0,South America
Brazil,Less than a Bachelors,19.0,Full-time Employment,38484.0,South America
Colombia,Master’s degree,15.0,Self-employed/Freelancer,12000.0,South America
Brazil,Less than a Bachelors,1.0,Full-time Employment,21996.0,South America
Argentina,Less than a Bachelors,9.0,Full-time Employment,72000.0,South America
Brazil,Less than a Bachelors,4.0,Full-time Employment,19236.0,South America
Brazil,Less than a Bachelors,11.0,Full-time Employment,48000.0,South America
Argentina,Bachelor’s degree,1.0,Part-time Employment,14592.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,10992.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,23364.0,South America
Argentina,Less than a Bachelors,3.0,Full-time Employment,34260.0,South America
Brazil,Bachelor’s degree,1.0,Full-time Employment,13740.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,21024.0,South America
Brazil,Less than a Bachelors,15.0,Full-time Employment,28308.0,South America
Chile,Post grad,6.0,Full-time Employment,10536.0,South America
Brazil,Bachelor’s degree,10.0,Full-time Employment,82464.0,South America
Brazil,Master’s degree,11.0,Full-time Employment,24744.0,South America
Argentina,Master’s degree,8.0,Full-time Employment,17520.0,South America
Uruguay,Bachelor’s degree,7.0,Full-time Employment,40980.0,South America
Brazil,Post grad,1.0,Full-time Employment,34632.0,South America
Colombia,Bachelor’s degree,13.0,Self-employed/Freelancer,35316.0,South America
Brazil,Bachelor’s degree,0.5,Full-time Employment,10308.0,South America
Brazil,Less than a Bachelors,7.0,Full-time Employment,43980.0,South America
Colombia,Bachelor’s degree,8.0,Full-time Employment,22956.0,South America
Brazil,Bachelor’s degree,14.0,Full-time Employment,20064.0,South America
Brazil,Post grad,28.0,Full-time Employment,20616.0,South America
Colombia,Bachelor’s degree,5.0,Full-time Employment,75000.0,South America
Brazil,Bachelor’s degree,12.0,Full-time Employment,38484.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,14844.0,South America
Argentina,Post grad,10.0,Full-time Employment,68124.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,10992.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,24744.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,23640.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,11544.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,27492.0,South America
Brazil,Bachelor’s degree,12.0,Self-employed/Freelancer,10992.0,South America
Colombia,Bachelor’s degree,21.0,Self-employed/Freelancer,20000.0,South America
Argentina,Master’s degree,4.0,Full-time Employment,87576.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,24744.0,South America
Colombia,Post grad,8.0,Full-time Employment,49440.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,23364.0,South America
Chile,Bachelor’s degree,6.0,Full-time Employment,33120.0,South America
Brazil,Master’s degree,25.0,Full-time Employment,43980.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,13740.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,19236.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,11880.0,South America
Brazil,Less than a Bachelors,10.0,Full-time Employment,13740.0,South America
Chile,Master’s degree,20.0,Full-time Employment,125439.0,South America
Peru,Less than a Bachelors,25.0,Full-time Employment,75000.0,South America
Chile,Bachelor’s degree,6.0,Full-time Employment,30000.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,10992.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,18348.0,South America
Argentina,Bachelor’s degree,28.0,Self-employed/Freelancer,54000.0,South America
Argentina,Bachelor’s degree,12.0,Full-time Employment,38928.0,South America
Brazil,Master’s degree,19.0,Full-time Employment,34131.0,South America
Brazil,Master’s degree,15.0,Full-time Employment,28860.0,South America
Brazil,Post grad,16.0,Full-time Employment,45814.0,South America
Brazil,Bachelor’s degree,14.0,Full-time Employment,39904.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,22260.0,South America
Brazil,Less than a Bachelors,20.0,Full-time Employment,17318.0,South America
Brazil,Master’s degree,16.0,Self-employed/Freelancer,19236.0,South America
Argentina,Post grad,3.0,Full-time Employment,29196.0,South America
Argentina,Master’s degree,24.0,Full-time Employment,15000.0,South America
Argentina,Post grad,20.0,Full-time Employment,29196.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,33398.0,South America
Brazil,Post grad,5.0,Full-time Employment,27492.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,25296.0,South America
Colombia,Post grad,8.0,Full-time Employment,21192.0,South America
Brazil,Master’s degree,15.0,Self-employed/Freelancer,22907.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,27492.0,South America
Brazil,Bachelor’s degree,20.0,Full-time Employment,30240.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,13740.0,South America
Uruguay,Less than a Bachelors,1.0,Full-time Employment,11664.0,South America
Brazil,Less than a Bachelors,2.0,Full-time Employment,27488.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,11268.0,South America
Argentina,Master’s degree,15.0,Full-time Employment,38928.0,South America
Brazil,Less than a Bachelors,11.0,Full-time Employment,30240.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,45401.0,South America
Argentina,Bachelor’s degree,20.0,Full-time Employment,48000.0,South America
Bolivia,Master’s degree,9.0,Full-time Employment,37200.0,South America
Chile,Bachelor’s degree,3.0,Full-time Employment,40000.0,South America
Argentina,Less than a Bachelors,5.0,Full-time Employment,54049.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,24720.0,South America
Brazil,Bachelor’s degree,17.0,Full-time Employment,41232.0,South America
Peru,Bachelor’s degree,10.0,Full-time Employment,28380.0,South America
Ecuador,Bachelor’s degree,3.0,Full-time Employment,16000.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,23364.0,South America
Chile,Bachelor’s degree,6.0,Full-time Employment,30108.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,13200.0,South America
Brazil,Bachelor’s degree,25.0,Self-employed/Freelancer,109956.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,12372.0,South America
Brazil,Master’s degree,3.0,Full-time Employment,15120.0,South America
Brazil,Bachelor’s degree,2.0,Self-employed/Freelancer,12924.0,South America
Argentina,Less than a Bachelors,15.0,Full-time Employment,29196.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,58413.0,South America
Brazil,Master’s degree,12.0,Full-time Employment,54972.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,22536.0,South America
Colombia,Bachelor’s degree,6.0,Full-time Employment,28248.0,South America
Paraguay,Bachelor’s degree,4.0,Full-time Employment,12324.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,15120.0,South America
Colombia,Post grad,3.0,Full-time Employment,28248.0,South America
Peru,Bachelor’s degree,3.0,Full-time Employment,12420.0,South America
Chile,Less than a Bachelors,10.0,Self-employed/Freelancer,28740.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,17040.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,23640.0,South America
Chile,Master’s degree,3.0,Full-time Employment,25584.0,South America
Argentina,Bachelor’s degree,0.5,Full-time Employment,35028.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,13740.0,South America
Argentina,Less than a Bachelors,3.0,Full-time Employment,11676.0,South America
Brazil,Less than a Bachelors,26.0,Self-employed/Freelancer,24744.0,South America
Chile,Post grad,1.0,Full-time Employment,10536.0,South America
Brazil,Less than a Bachelors,8.0,Full-time Employment,11268.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,27000.0,South America
Brazil,Master’s degree,10.0,Full-time Employment,43980.0,South America
Argentina,Bachelor’s degree,0.5,Full-time Employment,16548.0,South America
Brazil,Less than a Bachelors,8.0,Self-employed/Freelancer,21996.0,South America
Brazil,Bachelor’s degree,4.0,Full-time Employment,48000.0,South America
Argentina,Less than a Bachelors,15.0,Self-employed/Freelancer,73956.0,South America
Argentina,Master’s degree,25.0,Full-time Employment,58392.0,South America
Brazil,Less than a Bachelors,16.0,Full-time Employment,16488.0,South America
Colombia,Post grad,3.0,Full-time Employment,24000.0,South America
Colombia,Bachelor’s degree,15.0,Full-time Employment,21192.0,South America
Brazil,Bachelor’s degree,2.0,Full-time Employment,17868.0,South America
Ecuador,Bachelor’s degree,10.0,Self-employed/Freelancer,24000.0,South America
Brazil,Bachelor’s degree,21.0,Self-employed/Freelancer,19242.0,South America
Brazil,Bachelor’s degree,8.0,Self-employed/Freelancer,13740.0,South America
Chile,Post grad,20.0,Full-time Employment,100351.0,South America
Brazil,Post grad,5.0,Full-time Employment,16488.0,South America
Brazil,Master’s degree,15.0,Full-time Employment,16488.0,South America
Argentina,Bachelor’s degree,14.0,Full-time Employment,38928.0,South America
Brazil,Bachelor’s degree,7.0,Self-employed/Freelancer,27492.0,South America
Argentina,Less than a Bachelors,11.0,Full-time Employment,54492.0,South America
Brazil,Less than a Bachelors,34.0,Full-time Employment,14016.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,19236.0,South America
Brazil,Bachelor’s degree,7.0,Full-time Employment,41232.0,South America
Brazil,Bachelor’s degree,6.0,Full-time Employment,21996.0,South America
Brazil,Bachelor’s degree,15.0,Full-time Employment,54972.0,South America
Brazil,Master’s degree,7.0,Full-time Employment,32988.0,South America
Brazil,Master’s degree,5.0,Full-time Employment,20616.0,South America
Chile,Bachelor’s degree,15.0,Part-time Employment,32136.0,South America
Brazil,Less than a Bachelors,18.0,Self-employed/Freelancer,137436.0,South America
Brazil,Bachelor’s degree,7.0,Self-employed/Freelancer,76800.0,South America
Colombia,Master’s degree,12.0,Full-time Employment,117700.0,South America
Brazil,Bachelor’s degree,9.0,Full-time Employment,32988.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,35736.0,South America
Brazil,Master’s degree,20.0,Self-employed/Freelancer,21996.0,South America
Brazil,Bachelor’s degree,21.0,Self-employed/Freelancer,21996.0,South America
Uruguay,Bachelor’s degree,4.0,Full-time Employment,47292.0,South America
Brazil,Bachelor’s degree,11.0,Full-time Employment,59558.0,South America
Ecuador,Bachelor’s degree,3.0,Full-time Employment,20400.0,South America
Brazil,Less than a Bachelors,29.0,Full-time Employment,12372.0,South America
Chile,Master’s degree,30.0,Full-time Employment,170000.0,South America
Colombia,Less than a Bachelors,6.0,Full-time Employment,10236.0,South America
Brazil,Less than a Bachelors,3.0,Full-time Employment,17316.0,South America
Ecuador,Bachelor’s degree,5.0,Self-employed/Freelancer,30000.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,22907.0,South America
Argentina,Bachelor’s degree,5.0,Full-time Employment,11868.0,South America
Colombia,Bachelor’s degree,3.0,Full-time Employment,17652.0,South America
Argentina,Bachelor’s degree,14.0,Full-time Employment,31140.0,South America
Colombia,Post grad,5.0,Full-time Employment,14832.0,South America
Colombia,Post grad,2.0,Full-time Employment,13416.0,South America
Brazil,Master’s degree,5.0,Full-time Employment,229069.0,South America
Brazil,Less than a Bachelors,9.0,Full-time Employment,137436.0,South America
Colombia,Post grad,4.0,Full-time Employment,15888.0,South America
Colombia,Bachelor’s degree,6.0,Full-time Employment,45912.0,South America
Colombia,Bachelor’s degree,4.0,Full-time Employment,14124.0,South America
Brazil,Less than a Bachelors,6.0,Full-time Employment,14040.0,South America
Colombia,Less than a Bachelors,2.0,Full-time Employment,17652.0,South America
Brazil,Bachelor’s degree,3.0,Full-time Employment,13740.0,South America
Brazil,Bachelor’s degree,1.0,Full-time Employment,10992.0,South America
Brazil,Master’s degree,16.0,Full-time Employment,41232.0,South America
Colombia,Less than a Bachelors,2.0,Full-time Employment,20600.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,10596.0,South America
Colombia,Post grad,24.0,Full-time Employment,15888.0,South America
Colombia,Post grad,13.0,Full-time Employment,28248.0,South America
Uruguay,Less than a Bachelors,20.0,Full-time Employment,129720.0,South America
Brazil,Less than a Bachelors,5.0,Full-time Employment,35736.0,South America
Colombia,Bachelor’s degree,21.0,Full-time Employment,52968.0,South America
Chile,Less than a Bachelors,7.0,Full-time Employment,59160.0,South America
Brazil,Bachelor’s degree,5.0,Full-time Employment,27024.0,South America
Brazil,Bachelor’s degree,8.0,Full-time Employment,50395.0,South America
Colombia,Bachelor’s degree,1.0,Full-time Employment,14124.0,South America
Paraguay,Less than a Bachelors,7.0,Full-time Employment,57600.0,South America
Colombia,Bachelor’s degree,2.0,Full-time Employment,14376.0,South America
Argentina,Less than a Bachelors,2.0,Full-time Employment,33084.0,South America
Argentina,Bachelor’s degree,10.0,Full-time Employment,114000.0,South America
